Vendor Location,Participant Category,Year Month,Number of Participants Redeemed,Number Vouchers Redeemed,Total Cost Vouchers,Average Cost,Statewide Infant Formula Rebate,Total Cost Vouchers Adjusted,Average Cost Adjusted,State Average Cost Adjusted
ORANGE,Child,2013-04,"55,704","209,288","$2,714,763.30",$48.74,,,,
ORANGE,Child,2013-05,"56,606","211,542","$2,730,456.36",$48.24,,,,
ORANGE,Child,2013-06,"55,050","206,677","$2,665,046.17",$48.41,,,,
ORANGE,Child,2013-07,"56,092","209,895","$2,698,854.64",$48.11,,,,
ORANGE,Child,2013-08,"55,737","208,284","$2,677,774.66",$48.04,,,,
ORANGE,Child,2013-09,"55,180","206,738","$2,660,473.52",$48.21,,,,
ORANGE,Child,2013-10,"56,191","206,613","$2,665,957.98",$47.44,,,,
ORANGE,Child,2013-11,"54,212","197,609","$2,570,199.83",$47.41,,,,
ORANGE,Child,2013-12,"52,961","196,382","$2,536,781.05",$47.90,,,,
ORANGE,Child,2014-01,"53,935","201,213","$2,602,898.24",$48.26,,,,
ORANGE,Child,2014-02,"51,772","192,805","$2,509,205.68",$48.47,,,,
ORANGE,Child,2014-03,"51,590","191,532","$2,509,757.69",$48.65,,,,
ORANGE,Child,2014-04,"52,066","193,911","$2,553,220.42",$49.04,,,,
ORANGE,Child,2014-05,"51,750","191,890","$2,525,338.45",$48.80,,,,
ORANGE,Child,2014-06,"50,615","188,578","$2,506,671.12",$49.52,,,,
ORANGE,Child,2014-07,"51,669","192,252","$2,590,292.15",$50.13,,,,
ORANGE,Child,2014-08,"51,219","190,052","$2,579,119.72",$50.35,,,,
ORANGE,Child,2014-09,"49,497","184,606","$2,514,000.59",$50.79,,,,
ORANGE,Child,2014-10,"49,339","182,240","$2,477,973.91",$50.22,,,,
ORANGE,Child,2014-11,"47,315","174,136","$2,376,950.98",$50.24,,,,
ORANGE,Child,2014-12,"46,774","172,504","$2,358,812.59",$50.43,,,,
ORANGE,Child,2015-01,"47,585","176,202","$2,410,318.12",$50.65,,,,
ORANGE,Child,2015-02,"45,827","169,719","$2,329,287.31",$50.83,,,,
ORANGE,Child,2015-03,"46,442","171,499","$2,323,352.78",$50.03,,,,
ORANGE,Child,2015-04,"45,764","169,456","$2,281,369.78",$49.85,,,,
ORANGE,Child,2015-05,"44,683","164,787","$2,215,396.39",$49.58,,,,
ORANGE,Child,2015-06,"45,370","167,758","$2,272,165.77",$50.08,,,,
ORANGE,Child,2015-07,"45,704","168,717","$2,278,672.54",$49.86,,,,
ORANGE,Child,2015-08,"45,575","168,008","$2,272,168.33",$49.86,,,,
ORANGE,Child,2015-09,"44,933","166,190","$2,248,832.89",$50.05,,,,
ORANGE,Child,2015-10,"43,971","161,384","$2,177,510.67",$49.52,,,,
ORANGE,Child,2015-11,"42,545","156,240","$2,121,372.66",$49.86,,,,
ORANGE,Child,2015-12,"42,795","157,165","$2,143,000.00",$50.08,,,,
ORANGE,Child,2016-01,"42,752","157,355","$2,148,406.08",$50.25,,,,
ORANGE,Child,2016-02,"41,597","153,313","$2,083,852.54",$50.10,,,,
ORANGE,Child,2016-03,"41,737","152,688","$2,071,953.52",$49.64,,,,
ORANGE,Child,2016-04,"41,084","151,471","$2,070,011.33",$50.38,,,,
ORANGE,Child,2016-05,"40,867","150,117","$2,026,753.20",$49.59,,,,
ORANGE,Child,2016-06,"40,893","150,500","$2,025,529.70",$49.53,,,,
ORANGE,Child,2016-07,"40,143","147,122","$1,975,983.81",$49.22,,,,
ORANGE,Child,2016-08,"41,012","150,612","$2,042,841.42",$49.81,,,,
ORANGE,Child,2016-09,"40,013","147,240","$2,006,115.36",$50.14,,,,
ORANGE,Child,2016-10,"39,005","142,537","$1,937,838.52",$49.68,,,,
ORANGE,Child,2016-11,"38,437","140,369","$1,910,449.43",$49.70,,,,
ORANGE,Child,2016-12,"37,385","136,693","$1,880,064.04",$50.29,,,,
ORANGE,Infant,2010-01,"19,024","65,911","$2,340,828.73",$123.05,,,,
ORANGE,Infant,2010-02,"18,489","64,878","$2,269,996.29",$122.78,,,,
ORANGE,Infant,2010-03,"18,786","66,108","$2,301,636.35",$122.52,,,,
ORANGE,Infant,2010-04,"18,626","55,273","$2,309,146.67",$123.97,,,,
ORANGE,Infant,2010-05,"18,268","46,583","$2,283,162.43",$124.98,,,,
ORANGE,Infant,2010-06,"18,367","43,101","$2,296,573.75",$125.04,,,,
ORANGE,Infant,2010-07,"18,207","42,797","$2,281,201.47",$125.29,,,,
ORANGE,Infant,2010-08,"17,986","42,649","$2,277,395.09",$126.62,,,,
ORANGE,Infant,2010-09,"18,111","43,102","$2,289,612.93",$126.42,,,,
ORANGE,Infant,2010-10,"17,735","42,082","$2,278,774.29",$128.49,,,,
ORANGE,Infant,2010-11,"17,392","41,511","$2,255,051.80",$129.66,,,,
ORANGE,Infant,2010-12,"17,363","41,627","$2,256,290.91",$129.95,,,,
ORANGE,Infant,2011-01,"17,577","42,521","$2,279,159.59",$129.67,,,,
ORANGE,Infant,2011-02,"17,178","42,180","$2,227,646.97",$129.68,,,,
ORANGE,Infant,2011-03,"17,713","44,147","$2,314,182.48",$130.65,,,,
ORANGE,Infant,2011-04,"17,408","43,692","$2,287,861.66",$131.43,,,,
ORANGE,Infant,2011-05,"17,394","43,686","$2,295,806.21",$131.99,,,,
ORANGE,Infant,2011-06,"17,648","44,533","$2,334,416.38",$132.28,,,,
ORANGE,Infant,2011-07,"17,551","44,371","$2,336,139.23",$133.11,,,,
ORANGE,Infant,2011-08,"17,521","43,899","$2,369,145.35",$135.22,,,,
ORANGE,Infant,2011-09,"17,429","43,556","$2,388,338.13",$137.03,,,,
ORANGE,Infant,2011-10,"17,106","42,103","$2,346,423.24",$137.17,,,,
ORANGE,Infant,2011-11,"17,019","41,841","$2,340,345.45",$137.51,,,,
ORANGE,Infant,2011-12,"17,181","42,265","$2,396,748.29",$139.50,,,,
ORANGE,Infant,2012-01,"17,090","42,371","$2,405,245.93",$140.74,,,,
ORANGE,Infant,2012-02,"16,963","42,573","$2,404,190.42",$141.73,,,,
ORANGE,Infant,2012-03,"17,096","43,217","$2,412,346.03",$141.11,,,,
ORANGE,Infant,2012-04,"17,136","43,926","$2,419,435.71",$141.19,,,,
ORANGE,Infant,2012-05,"17,031","43,701","$2,337,860.36",$137.27,,,,
ORANGE,Infant,2012-06,"16,987","43,760","$2,142,394.50",$126.12,,,,
ORANGE,Infant,2012-07,"16,904","43,514","$2,136,303.35",$126.38,,,,
ORANGE,Infant,2012-08,"16,908","42,919","$2,155,834.84",$127.50,,,,
ORANGE,Infant,2012-09,"16,623","42,224","$2,119,572.16",$127.51,,,,
ORANGE,Infant,2012-10,"16,741","41,580","$2,125,285.89",$126.95,,,,
ORANGE,Infant,2012-11,"16,581","40,994","$2,110,429.72",$127.28,,,,
ORANGE,Infant,2012-12,"16,167","39,963","$2,086,500.20",$129.06,,,,
ORANGE,Infant,2013-01,"16,519","41,170","$2,149,399.21",$130.12,,,,
ORANGE,Infant,2013-02,"16,246","40,847","$2,123,738.40",$130.72,,,,
ORANGE,Infant,2013-03,"16,202","40,704","$2,109,957.00",$130.23,,,,
ORANGE,Infant,2013-04,"16,102","40,981","$2,100,477.28",$130.45,,,,
ORANGE,Infant,2013-05,"16,185","41,317","$2,112,517.95",$130.52,,,,
ORANGE,Infant,2013-06,"15,839","40,681","$2,069,350.31",$130.65,,,,
ORANGE,Infant,2013-07,"16,153","41,069","$2,109,656.97",$130.60,,,,
ORANGE,Infant,2013-08,"15,849","39,855","$2,068,717.25",$130.53,,,,
ORANGE,Infant,2013-09,"15,749","39,547","$2,066,220.18",$131.20,,,,
ORANGE,Infant,2013-10,"15,774","38,812","$2,061,615.19",$130.70,,,,
ORANGE,Infant,2013-11,"15,904","39,024","$2,107,053.49",$132.49,,,,
ORANGE,Infant,2013-12,"15,319","37,583","$2,041,495.82",$133.27,,,,
ORANGE,Infant,2014-01,"15,377","37,940","$2,055,845.50",$133.70,,,,
ORANGE,Infant,2014-02,"15,114","37,919","$2,023,091.97",$133.86,,,,
ORANGE,Infant,2014-03,"15,112","38,038","$2,014,124.58",$133.28,,,,
ORANGE,Infant,2014-04,"15,034","38,237","$2,002,548.91",$133.20,,,,
ORANGE,Infant,2014-05,"14,965","37,807","$1,973,223.69",$131.86,,,,
ORANGE,Infant,2014-06,"14,914","38,201","$1,954,479.50",$131.05,,,,
ORANGE,Infant,2014-07,"15,092","38,385","$1,957,580.01",$129.71,,,,
ORANGE,Infant,2014-08,"14,941","37,876","$1,946,935.51",$130.31,,,,
ORANGE,Infant,2014-09,"14,725","36,918","$1,918,759.84",$130.31,,,,
ORANGE,Infant,2014-10,"14,763","36,452","$1,920,517.71",$130.09,,,,
ORANGE,Infant,2014-11,"14,283","35,419","$1,880,734.64",$131.68,,,,
ORANGE,Infant,2014-12,"14,169","34,807","$1,869,794.53",$131.96,,,,
ORANGE,Infant,2015-01,"14,295","35,230","$1,893,516.84",$132.46,,,,
ORANGE,Infant,2015-02,"14,049","35,201","$1,848,483.96",$131.57,,,,
ORANGE,Infant,2015-03,"14,100","35,581","$1,857,200.69",$131.72,,,,
ORANGE,Infant,2015-04,"14,060","35,605","$1,839,445.50",$130.83,,,,
ORANGE,Infant,2015-05,"13,717","34,754","$1,798,423.43",$131.11,,,,
ORANGE,Infant,2015-06,"13,760","35,018","$1,795,198.15",$130.46,,,,
ORANGE,Infant,2015-07,"13,894","35,138","$1,795,120.86",$129.20,,,,
ORANGE,Infant,2015-08,"13,796","34,687","$1,787,431.26",$129.56,,,,
ORANGE,Infant,2015-09,"13,675","34,207","$1,764,618.74",$129.04,,,,
ORANGE,Infant,2015-10,"13,561","33,311","$1,751,000.52",$129.12,,,,
ORANGE,Infant,2015-11,"13,258","32,617","$1,716,067.03",$129.44,,,,
ORANGE,Infant,2015-12,"13,290","32,477","$1,731,511.09",$130.29,,,,
ORANGE,Infant,2016-01,"13,205","32,840","$1,736,821.81",$131.53,,,,
ORANGE,Infant,2016-02,"13,059","32,803","$1,727,361.41",$132.27,,,,
ORANGE,Infant,2016-03,"13,047","32,951","$1,728,443.33",$132.48,,,,
ORANGE,Infant,2016-04,"13,025","33,424","$1,693,114.75",$129.99,,,,
ORANGE,Infant,2016-05,"12,960","33,419","$1,693,294.00",$130.66,,,,
ORANGE,Infant,2016-06,"13,013","34,232","$1,704,440.65",$130.98,,,,
ORANGE,Infant,2016-07,"12,893","33,846","$1,683,958.55",$130.61,,,,
ORANGE,Infant,2016-08,"12,962","33,672","$1,704,741.69",$131.52,,,,
ORANGE,Infant,2016-09,"12,850","33,141","$1,707,781.31",$132.90,,,,
ORANGE,Infant,2016-10,"12,692","32,210","$1,698,195.70",$133.80,,,,
ORANGE,Infant,2016-11,"12,587","31,707","$1,685,930.90",$133.94,,,,
ORANGE,Infant,2016-12,"12,481","31,247","$1,682,986.35",$134.84,,,,
ORANGE,Non-Breastfeeding Mother,2010-01,"6,019","16,724","$242,740.01",$40.33,,,,
ORANGE,Non-Breastfeeding Mother,2010-02,"5,850","16,301","$235,486.93",$40.25,,,,
ORANGE,Non-Breastfeeding Mother,2010-03,"5,690","15,783","$228,097.32",$40.09,,,,
ORANGE,Non-Breastfeeding Mother,2010-04,"5,592","15,507","$223,446.82",$39.96,,,,
ORANGE,Non-Breastfeeding Mother,2010-05,"5,362","14,838","$215,249.18",$40.14,,,,
ORANGE,Non-Breastfeeding Mother,2010-06,"5,380","14,934","$216,425.81",$40.23,,,,
ORANGE,Non-Breastfeeding Mother,2010-07,"5,287","14,677","$212,878.03",$40.26,,,,
ORANGE,Non-Breastfeeding Mother,2010-08,"5,278","14,592","$211,444.79",$40.06,,,,
ORANGE,Non-Breastfeeding Mother,2010-09,"5,286","14,558","$212,092.86",$40.12,,,,
ORANGE,Non-Breastfeeding Mother,2010-10,"5,296","14,599","$214,205.83",$40.45,,,,
ORANGE,Non-Breastfeeding Mother,2010-11,"5,310","14,687","$216,846.79",$40.84,,,,
ORANGE,Non-Breastfeeding Mother,2010-12,"5,310","14,697","$216,826.36",$40.83,,,,
ORANGE,Non-Breastfeeding Mother,2011-01,"5,479","15,289","$225,950.52",$41.24,,,,
ORANGE,Non-Breastfeeding Mother,2011-02,"5,383","14,921","$221,831.54",$41.21,,,,
ORANGE,Non-Breastfeeding Mother,2011-03,"5,309","14,676","$220,003.78",$41.44,,,,
ORANGE,Non-Breastfeeding Mother,2011-04,"5,088","14,096","$213,960.28",$42.05,,,,
ORANGE,Non-Breastfeeding Mother,2011-05,"4,923","13,715","$209,555.88",$42.57,,,,
ORANGE,Non-Breastfeeding Mother,2011-06,"5,045","14,035","$216,713.28",$42.96,,,,
ORANGE,Non-Breastfeeding Mother,2011-07,"4,983","13,826","$216,952.52",$43.54,,,,
ORANGE,Non-Breastfeeding Mother,2011-08,"4,991","13,798","$218,393.61",$43.76,,,,
ORANGE,Non-Breastfeeding Mother,2011-09,"5,243","14,554","$232,787.69",$44.40,,,,
ORANGE,Non-Breastfeeding Mother,2011-10,"5,246","14,518","$232,849.14",$44.39,,,,
ORANGE,Non-Breastfeeding Mother,2011-11,"5,229","14,455","$232,515.18",$44.47,,,,
ORANGE,Non-Breastfeeding Mother,2011-12,"5,302","14,644","$237,124.76",$44.72,,,,
ORANGE,Non-Breastfeeding Mother,2012-01,"5,367","14,934","$243,070.29",$45.29,,,,
ORANGE,Non-Breastfeeding Mother,2012-02,"5,285","14,640","$239,642.50",$45.34,,,,
ORANGE,Non-Breastfeeding Mother,2012-03,"5,239","14,548","$237,793.85",$45.39,,,,
ORANGE,Non-Breastfeeding Mother,2012-04,"5,152","14,334","$233,192.73",$45.26,,,,
ORANGE,Non-Breastfeeding Mother,2012-05,"5,078","14,152","$220,697.59",$43.46,,,,
ORANGE,Non-Breastfeeding Mother,2012-06,"4,971","13,949","$207,836.53",$41.81,,,,
ORANGE,Non-Breastfeeding Mother,2012-07,"4,988","13,837","$205,380.53",$41.17,,,,
ORANGE,Non-Breastfeeding Mother,2012-08,"4,967","13,766","$205,381.24",$41.35,,,,
ORANGE,Non-Breastfeeding Mother,2012-09,"5,055","14,058","$209,765.84",$41.50,,,,
ORANGE,Non-Breastfeeding Mother,2012-10,"5,028","13,895","$208,822.47",$41.53,,,,
ORANGE,Non-Breastfeeding Mother,2012-11,"5,161","14,288","$216,015.55",$41.86,,,,
ORANGE,Non-Breastfeeding Mother,2012-12,"5,015","13,877","$211,021.48",$42.08,,,,
ORANGE,Non-Breastfeeding Mother,2013-01,"5,188","14,450","$221,065.50",$42.61,,,,
ORANGE,Non-Breastfeeding Mother,2013-02,"5,014","13,925","$212,752.21",$42.43,,,,
ORANGE,Non-Breastfeeding Mother,2013-03,"4,862","13,455","$204,907.67",$42.14,,,,
ORANGE,Non-Breastfeeding Mother,2013-04,"4,759","13,217","$199,439.21",$41.91,,,,
ORANGE,Non-Breastfeeding Mother,2013-05,"4,706","13,061","$196,875.52",$41.84,,,,
ORANGE,Non-Breastfeeding Mother,2013-06,"4,602","12,813","$192,408.01",$41.81,,,,
ORANGE,Non-Breastfeeding Mother,2013-07,"4,572","12,701","$190,193.29",$41.60,,,,
ORANGE,Non-Breastfeeding Mother,2013-08,"4,541","12,497","$187,615.60",$41.32,,,,
ORANGE,Non-Breastfeeding Mother,2013-09,"4,645","12,909","$193,146.89",$41.58,,,,
ORANGE,Non-Breastfeeding Mother,2013-10,"4,735","12,802","$192,352.10",$40.62,,,,
ORANGE,Non-Breastfeeding Mother,2013-11,"4,848","13,101","$198,981.80",$41.04,,,,
ORANGE,Non-Breastfeeding Mother,2013-12,"4,661","12,799","$192,874.99",$41.38,,,,
ORANGE,Non-Breastfeeding Mother,2014-01,"4,909","13,545","$204,142.87",$41.59,,,,
ORANGE,Non-Breastfeeding Mother,2014-02,"4,835","13,332","$203,298.12",$42.05,,,,
ORANGE,Non-Breastfeeding Mother,2014-03,"4,658","12,859","$196,833.42",$42.26,,,,
ORANGE,Non-Breastfeeding Mother,2014-04,"4,611","12,727","$196,428.10",$42.60,,,,
ORANGE,Non-Breastfeeding Mother,2014-05,"4,435","12,192","$188,598.75",$42.53,,,,
ORANGE,Non-Breastfeeding Mother,2014-06,"4,398","12,217","$188,050.35",$42.76,,,,
ORANGE,Non-Breastfeeding Mother,2014-07,"4,334","11,970","$184,700.55",$42.62,,,,
ORANGE,Non-Breastfeeding Mother,2014-08,"4,229","11,698","$180,780.39",$42.75,,,,
ORANGE,Non-Breastfeeding Mother,2014-09,"4,326","11,951","$184,856.96",$42.73,,,,
ORANGE,Non-Breastfeeding Mother,2014-10,"4,422","12,047","$185,213.61",$41.88,,,,
ORANGE,Non-Breastfeeding Mother,2014-11,"4,347","11,885","$183,232.40",$42.15,,,,
ORANGE,Non-Breastfeeding Mother,2014-12,"4,349","11,880","$183,203.94",$42.13,,,,
ORANGE,Non-Breastfeeding Mother,2015-01,"4,558","12,416","$191,497.73",$42.01,,,,
ORANGE,Non-Breastfeeding Mother,2015-02,"4,414","12,069","$187,274.64",$42.43,,,,
ORANGE,Non-Breastfeeding Mother,2015-03,"4,184","11,490","$175,090.35",$41.85,,,,
ORANGE,Non-Breastfeeding Mother,2015-04,"4,145","11,376","$171,540.90",$41.39,,,,
ORANGE,Non-Breastfeeding Mother,2015-05,"3,996","10,900","$164,219.71",$41.10,,,,
ORANGE,Non-Breastfeeding Mother,2015-06,"3,976","10,944","$166,436.05",$41.86,,,,
ORANGE,Non-Breastfeeding Mother,2015-07,"3,918","10,715","$161,648.37",$41.26,,,,
ORANGE,Non-Breastfeeding Mother,2015-08,"3,917","10,738","$162,371.16",$41.45,,,,
ORANGE,Non-Breastfeeding Mother,2015-09,"3,995","10,983","$166,491.35",$41.67,,,,
ORANGE,Non-Breastfeeding Mother,2015-10,"4,027","10,930","$167,651.21",$41.63,,,,
ORANGE,Non-Breastfeeding Mother,2015-11,"3,965","10,764","$167,418.79",$42.22,,,,
ORANGE,Non-Breastfeeding Mother,2015-12,"4,101","11,135","$173,978.16",$42.42,,,,
ORANGE,Non-Breastfeeding Mother,2016-01,"4,187","11,427","$177,814.08",$42.47,,,,
ORANGE,Non-Breastfeeding Mother,2016-02,"4,030","10,975","$170,498.59",$42.31,,,,
ORANGE,Non-Breastfeeding Mother,2016-03,"3,892","10,555","$163,181.45",$41.93,,,,
ORANGE,Non-Breastfeeding Mother,2016-04,"3,740","10,224","$161,507.46",$43.18,,,,
ORANGE,Non-Breastfeeding Mother,2016-05,"3,702","10,099","$155,565.06",$42.02,,,,
ORANGE,Non-Breastfeeding Mother,2016-06,"3,726","10,152","$155,239.48",$41.66,,,,
ORANGE,Non-Breastfeeding Mother,2016-07,"3,583","9,716","$148,631.93",$41.48,,,,
ORANGE,Non-Breastfeeding Mother,2016-08,"3,572","9,743","$150,121.56",$42.03,,,,
ORANGE,Non-Breastfeeding Mother,2016-09,"3,678","9,924","$153,251.49",$41.67,,,,
ORANGE,Non-Breastfeeding Mother,2016-10,"3,738","10,172","$156,344.60",$41.83,,,,
ORANGE,Non-Breastfeeding Mother,2016-11,"3,807","10,318","$159,993.39",$42.03,,,,
ORANGE,Non-Breastfeeding Mother,2016-12,"3,778","10,265","$160,309.07",$42.43,,,,
ORANGE,Prenatal,2010-01,"9,481","35,843","$519,200.87",$54.76,,,,
ORANGE,Prenatal,2010-02,"9,309","35,058","$506,787.12",$54.44,,,,
ORANGE,Prenatal,2010-03,"9,745","36,822","$530,492.39",$54.44,,,,
ORANGE,Prenatal,2010-04,"9,830","37,081","$534,231.29",$54.35,,,,
ORANGE,Prenatal,2010-05,"9,579","36,086","$517,799.39",$54.06,,,,
ORANGE,Prenatal,2010-06,"10,085","38,173","$550,459.73",$54.58,,,,
ORANGE,Prenatal,2010-07,"10,156","38,181","$550,387.40",$54.19,,,,
ORANGE,Prenatal,2010-08,"10,046","37,720","$545,254.56",$54.28,,,,
ORANGE,Prenatal,2010-09,"9,883","37,000","$537,884.04",$54.43,,,,
ORANGE,Prenatal,2010-10,"9,565","35,672","$521,025.25",$54.47,,,,
ORANGE,Prenatal,2010-11,"9,304","35,036","$514,855.98",$55.34,,,,
ORANGE,Prenatal,2010-12,"9,326","34,988","$515,175.08",$55.24,,,,
ORANGE,Prenatal,2011-01,"9,482","35,771","$525,524.31",$55.42,,,,
ORANGE,Prenatal,2011-02,"9,024","33,999","$502,747.91",$55.71,,,,
ORANGE,Prenatal,2011-03,"9,686","36,207","$541,005.72",$55.85,,,,
ORANGE,Prenatal,2011-04,"9,590","36,051","$545,277.56",$56.86,,,,
ORANGE,Prenatal,2011-05,"9,746","36,524","$555,894.15",$57.04,,,,
ORANGE,Prenatal,2011-06,"9,861","36,894","$566,993.29",$57.50,,,,
ORANGE,Prenatal,2011-07,"9,768","36,602","$569,769.48",$58.33,,,,
ORANGE,Prenatal,2011-08,"9,986","37,326","$588,739.68",$58.96,,,,
ORANGE,Prenatal,2011-09,"9,601","36,101","$574,984.08",$59.89,,,,
ORANGE,Prenatal,2011-10,"9,345","35,001","$561,736.13",$60.11,,,,
ORANGE,Prenatal,2011-11,"9,024","33,681","$541,489.59",$60.01,,,,
ORANGE,Prenatal,2011-12,"9,089","34,053","$552,192.63",$60.75,,,,
ORANGE,Prenatal,2012-01,"9,096","34,276","$559,172.64",$61.47,,,,
ORANGE,Prenatal,2012-02,"9,036","33,955","$555,689.48",$61.50,,,,
ORANGE,Prenatal,2012-03,"9,315","34,882","$567,442.92",$60.92,,,,
ORANGE,Prenatal,2012-04,"9,311","34,979","$566,292.87",$60.82,,,,
ORANGE,Prenatal,2012-05,"9,387","35,209","$544,778.43",$58.04,,,,
ORANGE,Prenatal,2012-06,"9,371","35,321","$526,195.81",$56.15,,,,
ORANGE,Prenatal,2012-07,"9,511","35,727","$532,227.90",$55.96,,,,
ORANGE,Prenatal,2012-08,"9,415","35,223","$524,586.83",$55.72,,,,
ORANGE,Prenatal,2012-09,"8,909","33,649","$502,895.98",$56.45,,,,
ORANGE,Prenatal,2012-10,"8,884","33,399","$500,865.19",$56.38,,,,
ORANGE,Prenatal,2012-11,"8,455","31,649","$479,802.39",$56.75,,,,
ORANGE,Prenatal,2012-12,"8,104","30,217","$461,230.26",$56.91,,,,
ORANGE,Prenatal,2013-01,"8,629","32,305","$493,311.20",$57.17,,,,
ORANGE,Prenatal,2013-02,"8,353","31,225","$476,787.52",$57.08,,,,
ORANGE,Prenatal,2013-03,"8,395","31,381","$476,892.70",$56.81,,,,
ORANGE,Prenatal,2013-04,"8,456","31,781","$480,095.46",$56.78,,,,
ORANGE,Prenatal,2013-05,"8,625","32,217","$484,166.16",$56.14,,,,
ORANGE,Prenatal,2013-06,"8,384","31,414","$474,262.77",$56.57,,,,
ORANGE,Prenatal,2013-07,"8,821","33,048","$497,498.84",$56.40,,,,
ORANGE,Prenatal,2013-08,"8,694","32,508","$488,523.84",$56.19,,,,
ORANGE,Prenatal,2013-09,"8,370","31,440","$474,964.59",$56.75,,,,
ORANGE,Prenatal,2013-10,"8,536","31,516","$477,598.93",$55.95,,,,
ORANGE,Prenatal,2013-11,"7,819","28,530","$433,962.01",$55.50,,,,
ORANGE,Prenatal,2013-12,"7,721","28,752","$434,398.74",$56.26,,,,
ORANGE,Prenatal,2014-01,"7,962","29,791","$451,472.78",$56.70,,,,
ORANGE,Prenatal,2014-02,"7,637","28,461","$435,516.99",$57.03,,,,
ORANGE,Prenatal,2014-03,"7,813","28,922","$446,143.48",$57.10,,,,
ORANGE,Prenatal,2014-04,"7,958","29,506","$457,679.08",$57.51,,,,
ORANGE,Prenatal,2014-05,"7,903","29,300","$454,364.04",$57.49,,,,
ORANGE,Prenatal,2014-06,"8,050","29,879","$463,285.58",$57.55,,,,
ORANGE,Prenatal,2014-07,"8,214","30,394","$471,799.05",$57.44,,,,
ORANGE,Prenatal,2014-08,"7,982","29,569","$459,658.27",$57.59,,,,
ORANGE,Prenatal,2014-09,"7,660","28,497","$442,392.40",$57.75,,,,
ORANGE,Prenatal,2014-10,"7,614","27,796","$429,349.78",$56.39,,,,
ORANGE,Prenatal,2014-11,"6,792","24,937","$386,024.88",$56.84,,,,
ORANGE,Prenatal,2014-12,"6,792","24,946","$386,716.68",$56.94,,,,
ORANGE,Prenatal,2015-01,"7,098","26,120","$403,060.68",$56.79,,,,
ORANGE,Prenatal,2015-02,"6,702","24,621","$379,638.81",$56.65,,,,
ORANGE,Prenatal,2015-03,"7,010","25,947","$395,388.69",$56.40,,,,
ORANGE,Prenatal,2015-04,"6,995","25,749","$389,854.79",$55.73,,,,
ORANGE,Prenatal,2015-05,"6,730","24,699","$373,374.59",$55.48,,,,
ORANGE,Prenatal,2015-06,"6,990","25,579","$389,852.49",$55.77,,,,
ORANGE,Prenatal,2015-07,"7,195","26,386","$400,246.45",$55.63,,,,
ORANGE,Prenatal,2015-08,"6,854","25,222","$383,951.17",$56.02,,,,
ORANGE,Prenatal,2015-09,"6,754","24,823","$377,967.71",$55.96,,,,
ORANGE,Prenatal,2015-10,"6,422","23,475","$361,159.30",$56.24,,,,
ORANGE,Prenatal,2015-11,"6,113","22,337","$347,147.94",$56.79,,,,
ORANGE,Prenatal,2015-12,"6,034","22,063","$344,037.59",$57.02,,,,
ORANGE,Prenatal,2016-01,"6,102","22,132","$344,906.40",$56.52,,,,
ORANGE,Prenatal,2016-02,"5,955","21,777","$337,393.25",$56.66,,,,
ORANGE,Prenatal,2016-03,"6,252","22,638","$350,583.79",$56.08,,,,
ORANGE,Prenatal,2016-04,"6,141","22,564","$355,000.94",$57.81,,,,
ORANGE,Prenatal,2016-05,"6,243","22,674","$349,187.03",$55.93,,,,
ORANGE,Prenatal,2016-06,"6,400","23,363","$357,050.79",$55.79,,,,
ORANGE,Prenatal,2016-07,"6,279","22,855","$348,095.63",$55.44,,,,
ORANGE,Prenatal,2016-08,"6,476","23,664","$363,638.99",$56.15,,,,
ORANGE,Prenatal,2016-09,"6,189","22,580","$348,782.67",$56.36,,,,
ORANGE,Prenatal,2016-10,"5,748","20,790","$321,236.43",$55.89,,,,
ORANGE,Prenatal,2016-11,"5,521","20,122","$312,605.94",$56.62,,,,
ORANGE,Prenatal,2016-12,"5,375","19,592","$307,464.26",$57.20,,,,
PLACER,Breastfeeding Mother,2010-01,454,"1,772","$24,020.65",$52.91,,,,
PLACER,Breastfeeding Mother,2010-02,472,"1,826","$24,557.30",$52.03,,,,
PLACER,Breastfeeding Mother,2010-03,469,"1,842","$24,317.71",$51.85,,,,
PLACER,Breastfeeding Mother,2010-04,463,"1,803","$23,490.35",$50.74,,,,
PLACER,Breastfeeding Mother,2010-05,437,"1,695","$22,222.05",$50.85,,,,
PLACER,Breastfeeding Mother,2010-06,443,"1,747","$22,822.00",$51.52,,,,
PLACER,Breastfeeding Mother,2010-07,415,"1,650","$21,905.12",$52.78,,,,
PLACER,Breastfeeding Mother,2010-08,407,"1,572","$20,900.03",$51.35,,,,
PLACER,Breastfeeding Mother,2010-09,416,"1,596","$21,330.36",$51.27,,,,
PLACER,Breastfeeding Mother,2010-10,425,"1,647","$22,017.21",$51.81,,,,
PLACER,Breastfeeding Mother,2010-11,429,"1,613","$21,755.69",$50.71,,,,
PLACER,Breastfeeding Mother,2010-12,434,"1,664","$22,833.23",$52.61,,,,
PLACER,Breastfeeding Mother,2011-01,470,"1,795","$24,176.37",$51.44,,,,
PLACER,Breastfeeding Mother,2011-02,407,"1,607","$21,751.07",$53.44,,,,
PLACER,Breastfeeding Mother,2011-03,414,"1,609","$22,354.60",$54.00,,,,
PLACER,Breastfeeding Mother,2011-04,442,"1,693","$23,413.93",$52.97,,,,
PLACER,Breastfeeding Mother,2011-05,421,"1,651","$23,533.25",$55.90,,,,
